ts_week,KOSPI,ln_KOSPI,D_ln_KOSPI
1992w7,650.90333,6.4783611,-0.05389163
1992w8,637.41,6.4574131,-0.02094805
1992w9,618.30667,6.4269846,-0.03042853
1992w10,625.66,6.4388071,0.01182253
1992w11,614.29,6.4204671,-0.01833996
1992w12,616.77,6.4244962,0.00402905
1992w13,607.26333,6.4089625,-0.01553366
1992w14,590,6.3801225,-0.02883999
1992w15,574.74333,6.3539236,-0.02619897
1992w16,586.21167,6.3736809,0.01975737
1992w17,593.85833,6.3866408,0.01295986
1992w18,616.868,6.4246551,0.03801427
1992w19,597.16333,6.3921907,-0.0324644
1992w20,588.50167,6.3775798,-0.01461091
1992w21,575.565,6.3553522,-0.02222759
1992w22,574.25333,6.3530706,-0.00228152
1992w23,566.48,6.3394418,-0.01362887
1992w24,573.355,6.3515051,0.0120633
1992w25,565.865,6.3383555,-0.01314954
1992w26,551.30667,6.3122912,-0.02606432
1992w27,543.98833,6.2989278,-0.01336342
1992w28,522.97667,6.2595368,-0.03939095
1992w29,509.716,6.2338537,-0.02568314
1992w30,520.035,6.2538961,0.02004241
1992w31,507.45,6.2293982,-0.02449793
1992w32,498.87833,6.2123622,-0.01703594
1992w33,477.378,6.1683086,-0.04405362
1992w34,475.95,6.1653128,-0.00299582
1992w35,535.60833,6.2834032,0.11809037
1992w36,552.73167,6.3148727,0.03146948
1992w37,549.08333,6.3082502,-0.00662243
1992w38,531.53833,6.2757753,-0.0324749
1992w39,521.275,6.2562777,-0.01949758
1992w40,509.136,6.2327152,-0.02356256
1992w41,520.35667,6.2545145,0.0217993
1992w42,528.72,6.270459,0.01594452
1992w43,570.78667,6.3470155,0.07655654
1992w44,607.38,6.4091546,0.0621391
1992w45,653.87833,6.4829213,0.07376667
1992w46,638.21,6.4586674,-0.02425392
1992w47,644.64667,6.4687024,0.01003498
1992w48,656.74833,6.4873009,0.01859853
1992w49,631.58,6.4482246,-0.03907627
1992w50,642.865,6.4659347,0.01771013
1992w51,657.694,6.4887398,0.02280503
1992w52,678.04,6.5192063,0.03046651
1993w1,693.3875,6.541589,0.02238272
1993w2,703.98333,6.5567547,0.01516568
1993w3,696.17833,6.5456059,-0.01114883
1993w4,698.1175,6.5483874,0.00278157
1993w5,673.775,6.5128962,-0.0354912
1993w6,675.84833,6.5159687,0.00307246
1993w7,671.58333,6.5096381,-0.00633058
1993w8,664.39,6.4988693,-0.01076878
1993w9,635.32,6.4541288,-0.04474052
1993w10,617.722,6.4260385,-0.02809029
1993w11,646.00667,6.4708098,0.04477131
1993w12,665.405,6.5003959,0.02958605
1993w13,661.015,6.4937765,-0.00661935
1993w14,692.456,6.5402447,0.04646817
1993w15,712.40333,6.5686442,0.02839953
1993w16,722.95833,6.5833516,0.01470736
1993w17,729.48833,6.5923434,0.00899178
1993w18,717.694,6.5760433,-0.01630008
1993w19,703.88,6.5566079,-0.01943541
1993w20,717.38333,6.5756103,0.01900245
1993w21,731.60667,6.595243,0.0196327
1993w22,753.198,6.6243281,0.02908511
1993w23,766.64167,6.6420195,0.01769136
1993w24,762.24167,6.6362637,-0.00575585
1993w25,764.075,6.638666,0.0024023
1993w26,748.55333,6.6181425,-0.0205235
1993w27,751.95833,6.6226809,0.00453846
1993w28,766.28333,6.641552,0.01887107
1993w29,751.382,6.6219142,-0.01963781
1993w30,745.23833,6.6137041,-0.0082101
1993w31,725.58333,6.5869759,-0.02672815
1993w32,719.49667,6.5785519,-0.00842404
1993w33,698.66667,6.5491738,-0.02937814
1993w34,717.86333,6.5762792,0.02710545
1993w35,677.59667,6.5185522,-0.05772698
1993w36,682.08,6.525147,0.00659473
1993w37,694.55333,6.543269,0.018122
1993w38,694.185,6.5427385,-0.00053046
1993w39,710.6125,6.5661273,0.02338878
1993w40,717.406,6.5756419,0.00951465
1993w41,725.125,6.5863441,0.01070213
1993w42,740.32833,6.6070938,0.02074973
1993w43,741.90167,6.6092167,0.00212293
1993w44,756.34,6.628491,0.0192743
1993w45,776.59667,6.6549211,0.02643011
1993w46,805.715,6.6917301,0.03680896
1993w47,831.285,6.7229727,0.03124261
1993w48,806.845,6.6931316,-0.02984112
1993w49,826.46167,6.7171535,0.02402196
1993w50,862.06833,6.7593345,0.042181
1993w51,863.24833,6.7607024,0.00136787
1993w52,867.16,6.7652235,0.0045211
1994w1,886.394,6.7871615,0.02193804
1994w2,884.67833,6.7852241,-0.00193743
1994w3,873.435,6.7724337,-0.0127904
1994w4,897.71667,6.7998545,0.02742079
1994w5,957.60333,6.8644336,0.06457913
1994w6,926.82667,6.8317666,-0.03266707
1994w7,914.42333,6.8182936,-0.01347294
1994w8,939.01167,6.8448279,0.02653427
1994w9,910.112,6.8135677,-0.03126023
1994w10,890.25667,6.7915098,-0.02205786
1994w11,904.30667,6.8071685,0.01565873
1994w12,880.18667,6.780134,-0.02703453
1994w13,871.175,6.7698429,-0.01029113
1994w14,862.954,6.7603614,-0.00948149
1994w15,885.68167,6.7863576,0.02599621
1994w16,886.57,6.7873601,0.00100249
1994w17,896.67167,6.7986898,0.01132968
1994w18,919.14,6.8234385,0.02474869
1994w19,945.96167,6.852202,0.0287636
1994w20,946.228,6.8524836,0.00028151
1994w21,947.68667,6.8540239,0.00154037
1994w22,941.62,6.8476018,-0.00642213
1994w23,929.946,6.8351265,-0.01247528
1994w24,909.35,6.8127301,-0.02239646
1994w25,934.48833,6.8399991,0.02726908
1994w26,929.42,6.8345607,-0.00543841
1994w27,949.695,6.8561409,0.02158014
1994w28,956.12333,6.8628869,0.00674603
1994w29,940.78,6.8467093,-0.0161776
1994w30,936.49667,6.842146,-0.00456336
1994w31,929.165,6.8342863,-0.00785963
1994w32,930.76167,6.8360032,0.00171691
1994w33,943.436,6.8495285,0.01352528
1994w34,950.32667,6.8568058,0.00727726
1994w35,942.50333,6.8485395,-0.00826633
1994w36,973.985,6.8813959,0.03285645
1994w37,994.41833,6.902158,0.02076207
1994w38,1029.5367,6.9368641,0.03470617
1994w39,1043.7317,6.9505577,0.01369357
1994w40,1062.386,6.9682726,0.01771489
1994w41,1083.145,6.9876241,0.01935152
1994w42,1099.7483,7.0028366,0.01521252
1994w43,1086.7317,6.99093,-0.01190664
1994w44,1109.2167,7.0114093,0.02047934
1994w45,1130.7633,7.0306482,0.01923886
1994w46,1121.4033,7.0223362,-0.00831204
1994w47,1100.3033,7.0033412,-0.01899498
1994w48,1071.0733,6.9764165,-0.02692464
1994w49,1059.0617,6.9651386,-0.01127796
1994w50,1032.1983,6.9394461,-0.02569246
1994w51,1032.7933,6.9400224,0.00057627
1994w52,1028.28,6.9356428,-0.0043796
1995w1,990.152,6.8978585,-0.03778432
1995w2,989.62667,6.8973278,-0.0005307
1995w3,964.095,6.8711898,-0.02613793
1995w4,921.58667,6.8260968,-0.04509302
1995w5,945.29,6.8514918,0.02539494
1995w6,953.155,6.8597775,0.00828578
1995w7,927.97167,6.8330012,-0.02677633
1995w8,913.30167,6.8170662,-0.01593496
1995w9,902.164,6.8047963,-0.01226992
1995w10,941.995,6.848,0.04320364
1995w11,953.545,6.8601866,0.01218665
1995w12,950.185,6.8566567,-0.00352992
1995w13,938.49667,6.8442793,-0.0123774
1995w14,912.622,6.8163218,-0.02795753
1995w15,899.13333,6.8014313,-0.01489044
1995w16,908.25667,6.811527,0.01009567
1995w17,887.35333,6.7882432,-0.02328376
1995w18,916.82,6.8209112,0.03266791
1995w19,894.38,6.7961307,-0.02478042
1995w20,881.78833,6.781952,-0.0141787
1995w21,854.94667,6.7510391,-0.03091295
1995w22,887.925,6.7888873,0.03784819
1995w23,892.444,6.7939638,0.00507649
1995w24,883.18333,6.7835328,-0.01043096
1995w25,877.51333,6.7770921,-0.00644065
1995w26,885.87,6.7865702,0.00947806
1995w27,921.84667,6.8263789,0.03980869
1995w28,966.64,6.8738261,0.04744724
1995w29,960.068,6.8670041,-0.00682203
1995w30,944.515,6.8506716,-0.01633255
1995w31,928.075,6.8331125,-0.01755902
1995w32,912.39833,6.8160767,-0.01703588
1995w33,906.946,6.8100829,-0.00599375
1995w34,921.25333,6.8257351,0.01565215
1995w35,916.30833,6.8203529,-0.00538215
1995w36,937.445,6.8431581,0.02280517
1995w37,969.75167,6.87704,0.03388194
1995w38,1000.6,6.9083551,0.03131507
1995w39,984.23833,6.8918681,-0.01648702
1995w40,990.64,6.8983512,0.00648312
1995w41,1011.8633,6.9195488,0.0211976
1995w42,1002.4283,6.9101807,-0.00936813
1995w43,993.6,6.9013347,-0.00884596
1995w44,990.84,6.8985531,-0.00278164
1995w45,979.07333,6.8866065,-0.01194652
1995w46,945.34833,6.8515535,-0.03505308
1995w47,931.76167,6.8370771,-0.01447641
1995w48,941.93,6.847931,0.0108539
1995w49,953.1,6.8597198,0.01178887
1995w50,918.84,6.823112,-0.03660783
1995w51,889.60833,6.7907813,-0.03233071
1995w52,879.655,6.7795298,-0.01125151
1996w1,865.95,6.7638272,-0.01570261
1996w2,878.605,6.7783354,0.01450825
1996w3,855.12,6.7512418,-0.02709361
1996w4,859.91667,6.7568355,0.00559368
1996w5,879.77667,6.7796681,0.0228326
1996w6,883.62667,6.7840347,0.00436656
1996w7,871.66667,6.7704071,-0.01362756
1996w8,877.4975,6.7770741,0.00666702
1996w9,856.694,6.7530808,-0.02399331
1996w10,853.14667,6.7489315,-0.00414932
1996w11,848.17333,6.743085,-0.00584646
1996w12,865.595,6.7634171,0.02033211
1996w13,862.83833,6.7602273,-0.00318979
1996w14,881.21,6.781296,0.02106862
1996w15,880.282,6.7802423,-0.00105365
1996w16,927.52833,6.8325233,0.05228103
1996w17,957.58,6.8644093,0.03188593
1996w18,971.554,6.8788969,0.01448758
1996w19,972.21667,6.8795787,0.00068184
1996w20,951.38,6.8579136,-0.02166513
1996w21,921.764,6.8262892,-0.03162434
1996w22,905.09333,6.8080381,-0.01825116
1996w23,906.21,6.8092711,0.001233
1996w24,875.14,6.7743839,-0.03488719
1996w25,861.775,6.7589942,-0.01538966
1996w26,827.34333,6.7182198,-0.04077445
1996w27,841.16333,6.7347859,0.01656609
1996w28,847.89,6.7427509,0.00796506
1996w29,824.136,6.7143356,-0.02841535
1996w30,824.81333,6.7151571,0.00082153
1996w31,819.95333,6.7092474,-0.00590967
1996w32,832.16,6.7240247,0.0147773
1996w33,824.582,6.7148766,-0.00914814
1996w34,787.78833,6.6692294,-0.04564715
1996w35,768.75167,6.644768,-0.02446145
1996w36,782.025,6.6618867,0.01711872
1996w37,794.39333,6.6775787,0.01569201
1996w38,774.435,6.6521337,-0.02544499
1996w39,780.10667,6.6594307,0.00729693
1996w40,785.378,6.6661651,0.00673447
1996w41,819.195,6.7083222,0.04215702
1996w42,834.53667,6.7268767,0.01855453
1996w43,808.975,6.695768,-0.03110867
1996w44,765.78,6.6408949,-0.05487309
1996w45,740.00833,6.6066614,-0.03423347
1996w46,746.56333,6.6154805,0.00881901
1996w47,743.672,6.6116001,-0.00388038
1996w48,725.32333,6.5866175,-0.02498254
1996w49,711.93167,6.5679819,-0.0186356
1996w50,694.245,6.5428249,-0.02515701
1996w51,680.60667,6.5229846,-0.01984037
1996w52,668.2,6.5045875,-0.01839703
1997w1,633.78,6.4517019,-0.05288564
1997w2,652.60667,6.4809746,0.02927271
1997w3,702.67167,6.5548897,0.07391514
1997w4,674.67833,6.514236,-0.0406537
1997w5,682.04167,6.5250908,0.01085472
1997w6,705.51,6.5589209,0.03383019
1997w7,715.4,6.5728418,0.01392088
1997w8,692.02667,6.5396245,-0.03321734
1997w9,677.052,6.5177481,-0.02187641
1997w10,672.1,6.5104071,-0.00734094
1997w11,653.76333,6.4827454,-0.02766173
1997w12,632.67833,6.4499621,-0.03278328
1997w13,663.11,6.4969409,0.04697876
1997w14,686.978,6.5323023,0.03536138
1997w15,697.19667,6.5470675,0.01476526
1997w16,696.46667,6.5460199,-0.0010476
1997w17,697.38333,6.5473352,0.0013153
1997w18,703.9425,6.5566967,0.00936144
1997w19,682.725,6.5260921,-0.03060453
1997w20,712.32,6.5685272,0.04243511
1997w21,726.68833,6.5884977,0.01997043
1997w22,751.36667,6.6218938,0.03339609
1997w23,767.306,6.6428857,0.02099191
1997w24,783.81833,6.6641773,0.0212916
1997w25,763.58833,6.6380288,-0.02614846
1997w26,746.34667,6.6151902,-0.02283862
1997w27,775.79,6.6538819,0.03869167
1997w28,765.805,6.6409276,-0.0129543
1997w29,739.23,6.6056091,-0.03531846
1997w30,733.69667,6.5980957,-0.00751342
1997w31,731.65667,6.5953114,-0.00278431
1997w32,755.30667,6.6271238,0.03181248
1997w33,751.1,6.6215388,-0.00558505
1997w34,740.115,6.6068056,-0.01473322
1997w35,702.96,6.5553,-0.05150559
1997w36,694.56667,6.5432881,-0.01201184
1997w37,696.515,6.5460893,0.00280118
1997w38,678.668,6.5201321,-0.02595728
1997w39,640.435,6.4621476,-0.05798442
1997w40,640.392,6.4620805,-0.00006714
1997w41,613.925,6.4198728,-0.04220772
1997w42,581.11333,6.3649458,-0.05492697
1997w43,558.41833,6.3251084,-0.03983742
1997w44,502.25333,6.2191046,-0.10600374
1997w45,528.06167,6.2692131,0.05010843
1997w46,511.33,6.2370152,-0.0321979
1997w47,478.78833,6.1712586,-0.06575657
1997w48,410.26667,6.0168074,-0.15445125
1997w49,409.63333,6.0152625,-0.0015449
1997w50,379.63,5.9391971,-0.07606536
1997w51,395.624,5.9804643,0.04126717
1997w52,367.63667,5.9070951,-0.07336913
1998w1,399.435,5.990051,0.08295592
1998w2,445.635,6.0995002,0.10944918
1998w3,509.82833,6.2340741,0.13457384
1998w4,499.755,6.214118,-0.01995609
1998w5,553.376,6.3160377,0.10191972
1998w6,537.89167,6.2876572,-0.02838052
1998w7,489.875,6.1941503,-0.09350692
1998w8,527.47667,6.2681046,0.07395437
1998w9,558.39667,6.3250696,0.05696495
1998w10,524.755,6.2629315,-0.06213809
1998w11,528.005,6.2691058,0.00617427
1998w12,516.62833,6.2473237,-0.02178203
1998w13,488.67667,6.1917011,-0.05562267
1998w14,446.93167,6.1024057,-0.08929535
1998w15,476.23667,6.1659149,0.06350922
1998w16,442.135,6.0916153,-0.07429966
1998w17,411.40333,6.0195741,-0.07204119
1998w18,398.945,5.9888236,-0.03075052
1998w19,366.215,5.9032206,-0.08560297
1998w20,359.79833,5.8855437,-0.0176769
1998w21,338.23167,5.8237311,-0.06181262
1998w22,330.835,5.8016198,-0.0221113
1998w23,337.7925,5.8224318,0.02081204
1998w24,300.93667,5.7068998,-0.11553197
1998w25,311.8,5.742362,0.03546212
1998w26,302.175,5.7110063,-0.03135564
1998w27,312.34167,5.7440977,0.03309135
1998w28,309.13167,5.7337673,-0.01033038
1998w29,353.308,5.8673402,0.13357291
1998w30,337.205,5.8206911,-0.04664914
1998w31,335.205,5.8147423,-0.00594877
1998w32,314.19,5.7499979,-0.06474439
1998w33,300.458,5.705308,-0.04468992
1998w34,311.91333,5.7427254,0.03741739
1998w35,310.38333,5.7378081,-0.00491728
1998w36,321.43667,5.7728005,0.03499244
1998w37,319.59833,5.767065,-0.00573553
1998w38,299.385,5.7017304,-0.06533463
1998w39,308.20333,5.7307597,0.02902937
1998w40,309.12667,5.7337511,0.00299138
1998w41,335.99833,5.8171062,0.08335508
1998w42,378.22333,5.9354849,0.11837865
1998w43,373.30333,5.9223913,-0.01309353
1998w44,397.36833,5.9848636,0.06247233
1998w45,413.325,6.0242342,0.03937057
1998w46,415.40333,6.0292499,0.00501573
1998w47,455.02167,6.120345,0.0910951
1998w48,448.90667,6.106815,-0.01353004
1998w49,492.675,6.1998497,0.09303473
1998w50,561.582,6.3307578,0.13090807
1998w51,544.058,6.2990559,-0.03170194
1998w52,558.91,6.3259885,0.0269326
1999w1,609.0175,6.411847,0.08585854
1999w2,627.184,6.44124,0.02939296
1999w3,610.136,6.4136819,-0.02755808
1999w4,551.648,6.3129102,-0.10077172
1999w5,564.772,6.3364221,0.02351195
1999w6,533.726,6.2798826,-0.05653951
1999w7,544.09,6.2991147,0.01923208
1999w8,506.222,6.2269753,-0.07213937
1999w9,530.2025,6.273259,0.0462837
1999w10,566.83,6.3400594,0.06680043
1999w11,592.83,6.3849077,0.04484824
1999w12,609.77,6.4130818,0.02817416
1999w13,616.956,6.4247977,0.01171587
1999w14,667.015,6.5028125,0.07801483
1999w15,695.256,6.5442801,0.04146759
1999w16,749.164,6.6189579,0.0746778
1999w17,772.782,6.649997,0.03103907
1999w18,772.7075,6.6499006,-0.00009641
1999w19,784.354,6.6648604,0.01495987
1999w20,725.706,6.587145,-0.07771547
1999w21,710.298,6.5656846,-0.02146037
1999w22,755.038,6.6267681,0.06108348
1999w23,830.588,6.7221339,0.0953658
1999w24,827.206,6.7180538,-0.00408013
1999w25,869.726,6.7681782,0.05012446
1999w26,897.112,6.7991807,0.0310025
1999w27,978.156,6.8856692,0.08648845
1999w28,991.098,6.8988134,0.01314425
1999w29,997.124,6.9048751,0.00606172
1999w30,929.984,6.8351674,-0.06970775
1999w31,963.476,6.8705476,0.0353802
1999w32,949.864,6.8563188,-0.01422876
1999w33,887.714,6.7886496,-0.0676692
1999w34,930.252,6.8354555,0.0468059
1999w35,929.044,6.8341561,-0.00129942
1999w36,937.044,6.8427302,0.00857414
1999w37,956.056,6.8628165,0.02008625
1999w38,939.5175,6.8453664,-0.01745004
1999w39,877.395,6.7769573,-0.06840916
1999w40,827.146,6.7179812,-0.05897607
1999w41,850.318,6.7456104,0.02762918
1999w42,829.904,6.72131,-0.02430037
1999w43,805.948,6.6920192,-0.02929081
1999w44,879.842,6.7797423,0.08772312
1999w45,930.066,6.8352556,0.05551321
1999w46,977.908,6.8854156,0.05016004
1999w47,977.408,6.8849042,-0.00051143
1999w48,975.428,6.8828763,-0.00202782
1999w49,986.696,6.894362,0.01148564
1999w50,989.322,6.8970199,0.00265787
1999w51,963.42,6.8704895,-0.02653041
1999w52,1008.4767,6.9161962,0.04570677
2000w1,988.6975,6.8963884,-0.0198078
2000w2,964.532,6.871643,-0.02474541
2000w3,954.928,6.8616359,-0.01000706
2000w4,910.886,6.8144178,-0.04721819
2000w5,941.61,6.8475912,0.03317342
2000w6,965.96,6.8731224,0.02553125
2000w7,889.346,6.7904864,-0.08263606
2000w8,861.628,6.7588236,-0.03166274
2000w9,859.22,6.756025,-0.00279862
2000w10,901.712,6.8042952,0.04827018
2000w11,847.144,6.7418707,-0.06242449
2000w12,870.642,6.7692309,0.02736018
2000w13,887.48,6.788386,0.01915512
2000w14,829.5825,6.7209226,-0.06746342
2000w15,840.78,6.73433,0.01340747
2000w16,747.702,6.6170045,-0.11732553
2000w17,723.094,6.5835392,-0.03346528
2000w18,752.21333,6.62302,0.03948074
2000w19,757.725,6.6303205,0.00730055
2000w20,729.25,6.5920166,-0.03830391
2000w21,680.502,6.5228308,-0.06918585
2000w22,715.65,6.5731912,0.05036046
2000w23,813.315,6.7011185,0.12792727
2000w24,799.904,6.6844917,-0.01662677
2000w25,776.75,6.6551185,-0.02937317
2000w26,812.054,6.6995668,0.04444829
2000w27,832.702,6.7246758,0.02510899
2000w28,840.358,6.733828,0.00915216
2000w29,792.8975,6.675694,-0.05813403
2000w30,727.94,6.5902186,-0.08547533
2000w31,718.696,6.5774385,-0.01278017
2000w32,700.678,6.5520484,-0.02539002
2000w33,739.05,6.6053656,0.05331714
2000w34,725.928,6.5874508,-0.01791474
2000w35,712.622,6.5689511,-0.01849971
2000w36,669.456,6.5064654,-0.06248568
2000w37,639.17,6.4601705,-0.04629498
2000w38,580.81,6.3644237,-0.09574678
2000w39,598.122,6.3937947,0.02937107
2000w40,600.82,6.3982954,0.00450064
2000w41,558.802,6.3257952,-0.07250018
2000w42,527.626,6.2683877,-0.05740751
2000w43,530.952,6.2746716,0.00628392
2000w44,537.296,6.2865492,0.01187753
2000w45,558.788,6.3257702,0.039221
2000w46,551.142,6.3119925,-0.01377766
2000w47,527.266,6.2677052,-0.04428732
2000w48,526.222,6.2657232,-0.00198199
2000w49,519.034,6.2519694,-0.01375379
2000w50,547.42,6.3052163,0.05324694
2000w51,519.356,6.2525896,-0.05262675
2000w52,504.62,6.2238057,-0.02878391
2001w1,545.3125,6.301359,0.07755335
2001w2,577.408,6.3585491,0.0571901
2001w3,604.416,6.4042627,0.04571358
2001w4,609.59,6.4127866,0.0085239
2001w5,605.314,6.4057473,-0.00703927
2001w6,585.794,6.3729682,-0.03277914
2001w7,602.072,6.400377,0.02740885
2001w8,593.374,6.3858249,-0.01455215
2001w9,575.1075,6.354557,-0.03126791
2001w10,569.442,6.3446569,-0.00990005
2001w11,539.36,6.2903833,-0.05427368
2001w12,532.706,6.2779697,-0.01241357
2001w13,530.938,6.2746453,-0.00332442
2001w14,504.5925,6.2237512,-0.05089408
2001w15,505.302,6.2251563,0.0014051
2001w16,536.384,6.2848503,0.05969405
2001w17,560.234,6.3283546,0.04350423
2001w18,582.765,6.367784,0.03942946
2001w19,586.138,6.3735553,0.00577124
2001w20,586.942,6.374926,0.00137075
2001w21,621.188,6.4316338,0.05670777
2001w22,619.634,6.429129,-0.00250479
2001w23,607.8725,6.4099652,-0.01916383
2001w24,612.428,6.4174314,0.00746623
2001w25,601.604,6.3995994,-0.01783196
2001w26,589.978,6.3800852,-0.01951417
2001w27,592.09,6.3836587,0.0035734
2001w28,556.138,6.3210165,-0.06264219
2001w29,543.2275,6.2975282,-0.02348826
2001w30,529.452,6.2718425,-0.02568569
2001w31,554.804,6.3186149,0.04677239
2001w32,561.564,6.3307257,0.01211085
2001w33,575.2725,6.3548438,0.02411809
2001w34,570.004,6.3456434,-0.00920046
2001w35,566.07,6.3387177,-0.00692563
2001w36,552.04,6.3136205,-0.02509724
2001w37,509.688,6.2337988,-0.07982173
2001w38,478.604,6.1708735,-0.06292524
2001w39,475.846,6.1650943,-0.00577926
2001w40,501.28,6.2171648,0.05207055
2001w41,508.13,6.2307373,0.01357249
2001w42,523.288,6.260132,0.02939466
2001w43,537.258,6.2864784,0.02634644
2001w44,542.842,6.2968183,0.01033988
2001w45,567.782,6.3417375,0.04491924
2001w46,599.462,6.3960326,0.05429504
2001w47,625.59,6.4386952,0.04266262
2001w48,649.886,6.476797,0.03810176
2001w49,675.996,6.5161872,0.0393902
2001w50,672.414,6.5108742,-0.00531294
2001w51,649.662,6.4764522,-0.03442199
2001w52,665.6525,6.5007678,0.02431553
2002w1,737.9525,6.6038795,0.1031117
2002w2,737.198,6.6028565,-0.00102295
2002w3,713.782,6.5705776,-0.03227892
2002w4,755.922,6.6279382,0.0573606
2002w5,748.836,6.61852,-0.0094182
2002w6,737.2075,6.6028694,-0.0156506
2002w7,790.04667,6.672092,0.06922262
2002w8,786.052,6.6670229,-0.00506907
2002w9,819.3625,6.7085266,0.04150365
2002w10,833.348,6.7254513,0.01692472
2002w11,856.418,6.7527586,0.02730725
2002w12,887.698,6.7886316,0.03587302
2002w13,889.514,6.7906752,0.00204365
2002w14,910.6575,6.8141669,0.02349162
2002w15,875.506,6.774802,-0.03936486
2002w16,922.848,6.8274645,0.05266254
2002w17,884.426,6.7849388,-0.04252569
2002w18,846.4475,6.7410482,-0.04389067
2002w19,829.9,6.7213052,-0.01974297
2002w20,859.768,6.7566626,0.03535737
2002w21,848.254,6.7431801,-0.01348247
2002w22,820.186,6.7095311,-0.03364898
2002w23,805.745,6.6917673,-0.01776383
2002w24,817.39,6.7061163,0.01434902
2002w25,781.806,6.6616066,-0.04450971
2002w26,727.735,6.589937,-0.07166966
2002w27,767.902,6.6436621,0.05372515
2002w28,787.606,6.668998,0.02533584
2002w29,755.205,6.6269892,-0.04200873
2002w30,717.328,6.5755332,-0.05145604
2002w31,705.262,6.5585694,-0.01696383
2002w32,685.096,6.529559,-0.02901039
2002w33,713.935,6.5707919,0.04123295
2002w34,740.574,6.6074256,0.03663364
2002w35,732.308,6.5962012,-0.01122437
2002w36,718.248,6.5768149,-0.01938628
2002w37,719.956,6.5791901,0.00237519
2002w38,703.555,6.5561461,-0.02304405
2002w39,660.558,6.4930849,-0.06306112
2002w40,644.6375,6.4686881,-0.02439679
2002w41,608.12,6.4103722,-0.05831591
2002w42,646.788,6.4720186,0.06164634
2002w43,657.14,6.4878971,0.01587851
2002w44,662.092,6.4954045,0.00750743
2002w45,672.272,6.510663,0.0152585
2002w46,660.102,6.4923944,-0.01826865
2002w47,688.51,6.5345298,0.04213547
2002w48,715.968,6.5736355,0.03910563
2002w49,720.206,6.5795373,0.00590181
2002w50,703.396,6.55592,-0.02361725
2002w51,703.6325,6.5562562,0.00033617
2002w52,658.545,6.4900329,-0.06622335
2003w1,653.795,6.4827938,-0.00723901
2003w2,641.718,6.464149,-0.01864489
2003w3,640.16,6.4617181,-0.00243081
2003w4,610.15,6.4137048,-0.04801332
2003w5,594.85,6.3883093,-0.02539556
2003w6,584.178,6.3702057,-0.01810354
2003w7,587.904,6.3765637,0.00635794
2003w8,603.696,6.4030708,0.02650709
2003w9,582.954,6.3681083,-0.03496248
2003w10,547.676,6.3056839,-0.06242441
2003w11,530.758,6.2743062,-0.0313777
2003w12,562.168,6.3318007,0.05749456
2003w13,546.928,6.3043172,-0.02748357
2003w14,563.878,6.3348379,0.03052075
2003w15,585.912,6.3731696,0.03833169
2003w16,616.596,6.424214,0.05104442
2003w17,583.89,6.3697126,-0.05450142
2003w18,600.37333,6.3975517,0.02783908
2003w19,620.575,6.4306465,0.03309478
2003w20,607.714,6.4097044,-0.02094209
2003w21,607.882,6.4099808,0.00027641
2003w22,635.972,6.4551545,0.04517375
2003w23,645.6875,6.4703156,0.0151611
2003w24,661.392,6.4943467,0.02403106
2003w25,678.212,6.5194599,0.02511322
2003w26,674.348,6.5137463,-0.00571363
2003w27,695.702,6.5449214,0.03117511
2003w28,708.742,6.5634916,0.01857016
2003w29,702.2575,6.5543001,-0.00919142
2003w30,708.78,6.5635452,0.00924504
2003w31,719.062,6.5779476,0.0144024
2003w32,705.542,6.5589663,-0.01898128
2003w33,727.58,6.589724,0.03075766
2003w34,751.198,6.6216693,0.03194531
2003w35,760.374,6.6338104,0.01214115
2003w36,763.946,6.6384971,0.00468669
2003w37,758.62,6.631501,-0.00699611
2003w38,741.35,6.6084728,-0.02302814
2003w39,705.84,6.5593886,-0.04908427
2003w40,717.4375,6.5756858,0.01629725
2003w41,748.07,6.6174966,0.04181072
2003w42,773.056,6.6503515,0.03285493
2003w43,763.712,6.6381908,-0.01216074
2003w44,787.196,6.6684773,0.03028651
2003w45,796.786,6.6805861,0.01210887
2003w46,802.95,6.6882924,0.00770631
2003w47,766.738,6.6421452,-0.04614729
2003w48,795.136,6.6785132,0.03636802
2003w49,795.006,6.6783497,-0.00016351
2003w50,804.96,6.6907926,0.01244292
2003w51,805.042,6.6908944,0.00010186
2003w52,796.1375,6.6797719,-0.01112254
2004w1,823.965,6.7141281,0.03435614
2004w2,843.652,6.7377401,0.02361203
2004w3,852.945,6.7486951,0.01095498
2004w4,863.88667,6.7614416,0.01274652
2004w5,846.446,6.7410464,-0.02039518
2004w6,859.812,6.7567138,0.01566735
2004w7,880.662,6.7806739,0.02396014
2004w8,873.624,6.7726501,-0.00802382
2004w9,885.825,6.7865194,0.01386934
2004w10,896.102,6.7980542,0.01153483
2004w11,858.7,6.7554196,-0.04263463
2004w12,869.546,6.7679712,0.01255162
2004w13,869.192,6.767564,-0.00040719
2004w14,895.64,6.7975385,0.0299745
2004w15,915.02,6.8189459,0.02140738
2004w16,912.4575,6.8161415,-0.00280441
2004w17,919.422,6.8237452,0.0076037
2004w18,867.96,6.7661456,-0.05759958
2004w19,815.042,6.7032396,-0.06290598
2004w20,761.502,6.6352928,-0.06794685
2004w21,784.4625,6.6649988,0.02970597
2004w22,808.594,6.6952969,0.03029817
2004w23,792.818,6.6755937,-0.01970325
